id,name,sort_no,discriminator_type
"1","#437ec4","0","orderstatuscolor"
"3","#C04949","3","orderstatuscolor"
"4","#EEB128","2","orderstatuscolor"
"5","#25B877","4","orderstatuscolor"
"6","#25B877","1","orderstatuscolor"
"7","#A3A3A3","6","orderstatuscolor"
"8","#A3A3A3","5","orderstatuscolor"
"9","#C04949","7","orderstatuscolor"
